fov_id,tile_index,x,y,predicted_probability
2 (15).jpg,48,768,1280,0.8957202434539795
2 (15).jpg,49,1024,1280,0.819502592086792
2 (15).jpg,50,1280,1280,0.8275984525680542
2 (15).jpg,51,1536,1280,0.8017863631248474
2 (15).jpg,52,1792,1280,0.34502387046813965
2 (15).jpg,53,1930,1280,0.3068524897098541
2 (15).jpg,54,0,1530,0.3415880799293518
2 (15).jpg,55,256,1530,0.8463271856307983
2 (15).jpg,56,512,1530,0.8552010655403137
2 (15).jpg,57,768,1530,0.612536609172821
2 (15).jpg,58,1024,1530,0.5912623405456543
2 (15).jpg,59,1280,1530,0.685933530330658
2 (15).jpg,60,1536,1530,0.6519559621810913
2 (15).jpg,61,1792,1530,0.25862258672714233
2 (15).jpg,62,1930,1530,0.10952924937009811
2 (16).jpg,0,0,0,0.2717958390712738
2 (16).jpg,1,256,0,0.5157169103622437
2 (16).jpg,2,512,0,0.416246235370636
2 (16).jpg,3,768,0,0.3737930953502655
2 (16).jpg,4,1024,0,0.10183937102556229
2 (16).jpg,5,1280,0,0.06235651671886444
2 (16).jpg,6,1536,0,0.7905488014221191
2 (16).jpg,7,1792,0,0.6209752559661865
2 (16).jpg,8,1930,0,0.5558341145515442
2 (16).jpg,9,0,256,0.08048435300588608
2 (16).jpg,10,256,256,0.2011289894580841
2 (16).jpg,11,512,256,0.19956903159618378
2 (16).jpg,12,768,256,0.5216218829154968
2 (16).jpg,13,1024,256,0.5762410759925842
2 (16).jpg,14,1280,256,0.6563185453414917
2 (16).jpg,15,1536,256,0.7272574305534363
2 (16).jpg,16,1792,256,0.9307607412338257
2 (16).jpg,17,1930,256,0.3002023696899414
2 (16).jpg,18,0,512,0.6188324689865112
2 (16).jpg,19,256,512,0.36063531041145325
2 (16).jpg,20,512,512,0.1903097927570343
2 (16).jpg,21,768,512,0.4998025894165039
2 (16).jpg,22,1024,512,0.42551669478416443
2 (16).jpg,23,1280,512,0.6505494117736816
2 (16).jpg,24,1536,512,0.43414831161499023
2 (16).jpg,25,1792,512,0.9215622544288635
2 (16).jpg,26,1930,512,0.16094249486923218
2 (16).jpg,27,0,768,0.373576819896698
2 (16).jpg,28,256,768,0.26499274373054504
2 (16).jpg,29,512,768,0.1962289810180664
2 (16).jpg,30,768,768,0.21958470344543457
2 (16).jpg,31,1024,768,0.5451143980026245
2 (16).jpg,32,1280,768,0.8478026390075684
2 (16).jpg,33,1536,768,0.7306647896766663
2 (16).jpg,34,1792,768,0.846104621887207
